timestamp,vibration,current,temperature
2025-01-01T00:00:00,0.3981,14.722,70.6845
2025-01-01T00:01:00,0.8265,10.536,72.1984
2025-01-01T00:02:00,0.2273,12.6157,72.4744
2025-01-01T00:03:00,0.4157,18.7997,74.7485
2025-01-01T00:04:00,0.3038,13.1854,74.582
2025-01-01T00:05:00,0.3437,14.1703,77.0073
2025-01-01T00:06:00,0.3757,11.5649,75.7412
2025-01-01T00:07:00,0.3063,12.4251,71.8806
2025-01-01T00:08:00,0.3668,12.8862,75.7508
2025-01-01T00:09:00,0.3345,12.5844,94.9287
2025-01-01T00:10:00,0.3209,12.7287,71.4939
2025-01-01T00:11:00,0.3573,12.8559,75.6697
2025-01-01T00:12:00,0.8138,11.7419,71.452
2025-01-01T00:13:00,0.4172,11.4162,103.1602
2025-01-01T00:14:00,0.2859,12.9748,73.1887
2025-01-01T00:15:00,0.3995,11.9767,75.1084
2025-01-01T00:16:00,0.3106,17.617,73.0832
2025-01-01T00:17:00,0.6979,12.3975,70.2789
2025-01-01T00:18:00,0.3132,11.8972,70.9083
2025-01-01T00:19:00,0.8478,11.3653,73.7077
2025-01-01T00:20:00,0.3463,21.4741,70.6345
2025-01-01T00:21:00,0.3567,11.7266,72.2633
2025-01-01T00:22:00,0.8941,12.9809,70.5893
2025-01-01T00:23:00,0.3888,26.2563,74.1042
2025-01-01T00:24:00,0.3625,11.7458,72.8652
2025-01-01T00:25:00,0.3262,13.5556,72.7475
2025-01-01T00:26:00,0.3153,11.1732,70.6924
2025-01-01T00:27:00,0.3608,9.9621,72.3091
2025-01-01T00:28:00,0.3383,10.8601,69.8943
2025-01-01T00:29:00,0.3107,10.164,67.9204
2025-01-01T00:30:00,0.3714,11.9282,72.5562
2025-01-01T00:31:00,0.3594,13.9396,70.7427
2025-01-01T00:32:00,0.3924,11.7635,99.0217
2025-01-01T00:33:00,0.3336,14.0133,69.4803
2025-01-01T00:34:00,0.3193,12.2307,72.6768
2025-01-01T00:35:00,0.2814,10.5779,97.6061
2025-01-01T00:36:00,0.3136,12.7299,71.1611
2025-01-01T00:37:00,0.3694,15.9487,73.629
2025-01-01T00:38:00,0.4035,12.4951,70.7349
2025-01-01T00:39:00,0.4219,11.962,74.1497
2025-01-01T00:40:00,0.3533,13.1199,68.5149
2025-01-01T00:41:00,0.3369,12.092,71.4865
2025-01-01T00:42:00,0.2983,19.3349,71.5995
2025-01-01T00:43:00,0.3857,10.4476,69.1592
2025-01-01T00:44:00,0.3631,13.0991,74.7512
2025-01-01T00:45:00,0.3641,11.3513,91.0344
2025-01-01T00:46:00,0.3788,13.2983,71.316
2025-01-01T00:47:00,0.3721,12.2169,71.7633
2025-01-01T00:48:00,0.2642,11.1157,75.7346
2025-01-01T00:49:00,0.4212,12.8707,67.2126
2025-01-01T00:50:00,0.8542,13.1103,72.4652
2025-01-01T00:51:00,0.3671,10.7645,71.1825
2025-01-01T00:52:00,0.3583,10.7987,77.7145
2025-01-01T00:53:00,0.3467,11.9165,73.4226
2025-01-01T00:54:00,0.322,10.3214,75.9537
2025-01-01T00:55:00,0.4308,11.245,69.0354
2025-01-01T00:56:00,0.3742,10.5712,70.8091
2025-01-01T00:57:00,0.3478,14.718,72.383
2025-01-01T00:58:00,0.3111,12.936,72.595
2025-01-01T00:59:00,0.4131,13.4895,73.0435
2025-01-01T01:00:00,0.3525,12.0723,72.014
2025-01-01T01:01:00,0.372,11.5959,69.7944
2025-01-01T01:02:00,0.3637,10.8914,68.3
2025-01-01T01:03:00,0.3407,11.6966,72.094
2025-01-01T01:04:00,0.3486,10.746,76.2427
2025-01-01T01:05:00,0.3358,12.9658,67.104
2025-01-01T01:06:00,0.3785,11.9787,68.8305
2025-01-01T01:07:00,0.329,12.4258,73.7132
2025-01-01T01:08:00,0.9473,12.9206,74.4219
2025-01-01T01:09:00,1.4877,11.5606,72.7208
2025-01-01T01:10:00,0.3632,12.282,72.0392
2025-01-01T01:11:00,0.3816,10.6804,71.3577
2025-01-01T01:12:00,0.3682,11.8778,72.3185
2025-01-01T01:13:00,0.4148,13.1942,71.7842
2025-01-01T01:14:00,0.4122,16.5646,77.5674
2025-01-01T01:15:00,0.364,14.194,72.8476
2025-01-01T01:16:00,0.4117,11.6406,72.2666
2025-01-01T01:17:00,0.2301,11.3831,96.2619
2025-01-01T01:18:00,0.43,12.3932,70.4561
2025-01-01T01:19:00,0.3791,11.8141,73.4217
2025-01-01T01:20:00,0.2682,23.0608,73.4381
2025-01-01T01:21:00,0.418,20.5786,70.3239
2025-01-01T01:22:00,0.3417,11.0711,67.3926
2025-01-01T01:23:00,0.3794,12.433,70.6956
2025-01-01T01:24:00,0.2519,10.2499,72.9367
2025-01-01T01:25:00,0.2676,12.007,63.6882
2025-01-01T01:26:00,0.2913,12.7512,72.4876
2025-01-01T01:27:00,0.3773,10.5618,106.1222
2025-01-01T01:28:00,0.2885,11.7196,70.3399
2025-01-01T01:29:00,0.3575,12.1484,65.8203
2025-01-01T01:30:00,0.4076,12.7554,64.8486
2025-01-01T01:31:00,0.3615,17.6437,67.8302
2025-01-01T01:32:00,0.2917,12.1882,72.9049
2025-01-01T01:33:00,0.2782,10.3735,69.3974
2025-01-01T01:34:00,0.3446,9.7882,69.1146
2025-01-01T01:35:00,0.3524,12.1769,68.708
2025-01-01T01:36:00,0.4051,13.3327,68.7244
2025-01-01T01:37:00,0.388,12.9419,93.7442
2025-01-01T01:38:00,0.404,18.5708,72.2167
2025-01-01T01:39:00,0.3228,12.1399,71.2826
2025-01-01T01:40:00,0.3942,12.4154,68.3038
2025-01-01T01:41:00,0.2697,11.457,71.1773
2025-01-01T01:42:00,0.3663,9.6407,73.5153
2025-01-01T01:43:00,0.3482,11.4195,103.9522
2025-01-01T01:44:00,0.8955,10.9863,77.4206
2025-01-01T01:45:00,0.3954,13.667,101.5533
